Janell Rhiannon
Uncross the Stars

Copyright @ 2014 by Janell Rhiannon
All rights reserved. No part of this publication may be reproduced or transmitted in any form or by any means, electronic or mechanical, including photocopying, recording, or any information storage device without permission in writing from the publisher or author. 
*
This book is a work of fiction. References to historical events and people, or real locales are used fictitiously. Other names, characters, places, and incidents are the product of the author’s imagination, and any resemblance to actual events or persons or locales, living or dead, is entirely coincidental. 
*
Kindle 1st Edition 
Cover Design by @ Regina Wamba of Mae I Design 
Edited by Melissa @ There For You Book Editing and Review 
*
You can follow the author at:
Janell Rhiannon @Facebook
Twitter @theravenangel
www.janellrhiannon.com

Acknowledgments
Whenever you sit and write for hours, days, months...you get sick of it. You get sick of your own story, of editing, of sitting...and you begin to doubt that you can finish the book. The saving grace for a writer is that precious handful of people who cheer you on any way they can. They let you ramble, vent, and send texts with sad faces. I’m sure that when I was at my wit’s end for the hundredth time, they wished I’d just finish the book. But, they let me continue the process and encouraged me along the way. So, to this little group who helped me push through Uncross the Stars, I give you my deepest gratitude. 
*
Jim, Nathan, Wesley, and Verni
And in a place of honor, for your assistance 
and a special brand of encouragement
Joy

Chapter 1
At midnight, Fiona and her mother finally pulled into the driveway of their new rental. Her mom cut the engine, but not the parking lights.
	“Looks like we made it, Fee.”
	Dario had been silent the entire time Meagan spoke. Fiona glanced at him while she drove. His jaw twitched. What he’d heard sounded so far-fetched that his brain barely comprehended what she was saying. It sounded like someone else’s life, yet he knew all the players. Fiona reached her hand over touching his clenched fist resting on his thigh. She smoothed his hand open, and he let her fingers entwine with his. After a moment, he gently squeezed her fingers with his. They’d been through so much this past week it felt like an entire lifetime had unfolded. He lifted their entwined hands, bringing Fiona’s hand to his lips, and kissed the back of her hand. Fiona smiled as she drove. “It’s gonna be okay, Dario.”
	“I hope so,” he said quietly. They both ignored Meagan’s sniffles and sighs from the backseat. Only time would tell if the friendship would endure. 
***
Fiona’s mom looked pretty comfortable in the hospital bed with warm blankets, a thick pillow, wearing a blue and white standard issue hospital gown.
	“I’m glad you’re okay, Mom.”
	“I feel so silly. Burning eggs. I mean who burns boiled eggs?”
	Fiona smiled at her mom. “You do.” 
	Her mom’s chin quivered. “I’m sorry, honey.” 
	“For what, Mom?”
	The tears started rolling. “For not being the mom you wish I was.”.
	“Don’t, Mom. Please, you have nothing to be sorry for.” She turned and looked at Dario and Meagan standing behind her. She wasn’t sure if she wanted witnesses to what she was about to say. She looked back to her mom’s tear damp face. She leaned over and wiped a tear off her mom’s cheek. Screw it. She knew if she didn’t say it right now, she’d never say it. “I’m the one who’s sorry. I’m not the easiest daughter in the world.” 
	“I know.”
	Fiona leaned over and hugged her mom. Really hugged her mom. “You weren’t supposed to agree so fast.” For the first time in her life, she knew in her heart that it was better to have a quirky mom than no mom at all.

Chapter 23
Dario sat in the chair directly across from Coach Green, who was on the phone talking to the police. His stomach twisted in knots. His future in football literally hung on the line. He knew it was a long shot that Coach Green could get all the required forms and approvals for his reinstatement on the team.
	“Uh-huh. I see.” Coach nodded at Dario. “Well, I must say that’s not a surprise. Not at all.” A few more nods and a final, “Thank you for your time. Appreciate it.” Coach hung the receiver up with a gentle clank, pushed himself back from the desk and folded his arms across his chest. “Well, son…” He let the sentence hang for one second, then two. The third second bled into the fourth second and the Coach stared straight at Dario.
	Dario looked up, not knowing by the conversation he’d heard if the conclusion to this mess would roll in his favor or not. He knew it was a distinct possibility that the school board would reject his parents’ application for immediate reinstatement on the team, if the local authorities refused to release their final report by this afternoon. Approval had to happen tonight at the school board’s monthly meeting. In closed session, they would decide his fate for the Liberty Bell game, and quite possibly affect his scholarship eligibility. “Well?” Dario asked, the suspense all but killing him on the spot. “Just say it, Coach.”
	Coach Green eyed him carefully, and shook his head slowly. “I can’t believe it, son. Just can’t believe it.”
	“Believe what?”
	“I just spoke to Detective Lombardy.”
	“I know. I heard. So, what did he say?”
	“He’s already faxed his report to the board.”
	Dario held his breath. “And?”
	“I have every confidence you’ll be playing on Friday.” Coach Green’s wide grin revealed his relief. He reached his arms behind his head, lacing his fingers together in cool satisfaction. He leaned back in his desk chair. “I knew it was going to work out.”
	Dario exhaled. “I’m glad one of us knew.”
	“You’re welcome.”
	“Um. Thank you.”
	“I only have one nagging question.”
	Dario felt his gut tighten up again. “What’s that Coach?”
	“I’m minus one captain, as of right now. I can’t go into the biggest game of our year without all my captains.”
	“I’m not following you.”
	“Sure you are. I want you back as quarterback. And captain. Do you think you can handle that?”
	Dario smiled so hard his cheeks hurt. “Yes, sir.”
***
The locker room reeked of fresh cut grass and clean sweat. Each players’ bright orange jersey emblazoned with big white block numbers shone immaculate, a pristine state of uniform soon to be altered on the gridiron. The unusual quiet spoke of the importance of the game. Coach Green looked over each member on his team. All eyes fixed on him, the players’ continued silence revealing their immense respect. “Gentlemen, this is it. The game you’ve all worked so hard to get to. And it’s been a long time coming for most of you.” He surveyed his team and coaching staff. “It’s the last game this team, right here, right now, will ever play together, as a team.” He paused allowing that reality to sink in, focusing their concentration on the task immediately ahead of them. “Seniors, for many of you, it’s the last real football game you’re ever going to play. You know I’m always chapping your hides asking you if you want to be champions. Of course you do, but so do they. They’ve practiced in this valley heat, just like you. They’ve run drills just like you. They’ve won games, just like you. But I’ve gotta ask you to ask yourselves, one last time. Do you want to be champions?”
	The locker room rumbled with a unified YES!
	“Then ask yourself this. How bad do you want it?” Coach Green paused. “How bad do you WANT IT?!” His voice was a crashing wave of confidence and courage. “Are you willing to go all the way tonight? To give this game and your teammates everything you have? To give one-hundred percent, no matter what happens? Are you willing to go all the way like CHAMPIONS?!”
	Another YES! shook the locker room.
	“Then prove it! Go out there and TAKE. THAT. BELL! Wolverines on three!”
	The entire team rose in one fluid movement, gathering into concentric circles, raising one hand to the ceiling. Dario stepped forward as quarterback and team captain. 	He counted, “One! Two! Three!”
	The team bellowed, “WOLVERINES!”
***
The line to get into the Liberty Bell game wrapped around the city block on both sides of the stadium. Cars and trucks jammed the streets. Headlights flashed. Horns honked. The buzz of excitement hung in the air. Spectators wore their respective school colors. Alumni wore old letterman jackets.
	As Fiona walked down the ramp toward the student section, she pulled her phone out. She panned the crowd with her camera phone. A group of bare-chested boys painted in Sierra Crest orange and black hollered at her to photograph them. She obliged while they hooted and hollered their enthusiasm. The band played. The crowd roared and stomped. In the distance, a sea of orange gathered under the far scoreboard.
	—Ladies and gentlemen! It seems our teams are ready to face off for the coveted Liberty Bell.
	—Yes, Dave. It’s the game this town can’t wait for every year, rain or shine.
	—I don’t think there’s a more true statement for this town than that. This game goes back, what? Fifty years?
	—Sure does. The only question for tonight is who will win, and possibly have a shot at the state title?
	—Both schools are pretty tough. Can you feel the excitement?
	—Yes, I can. Oh, looks like we’re ready to roll. Ladies and gentlemen, your Sierra Crest Wolverines!!
	The crowd jumped to its feet, cheering and screaming as the sea of orange, black and white spilled through the gigantic paper banner painted with the image of a wolverine claw mark, bearing the message “Wolverine Attack!” in giant letters.
	Fiona scanned the team until she found the number she was searching for: number four. She waved and hollered along with the crowd.
	—Well, this is a surprise.
	—What’s that Dave?
	—Is that number four, Dario Martinez on the field?
	—I think you’re right, Matt. I believe Sierra Crest has their star quarterback. Not sure how, but I think we can say it’s official.
	Fiona smiled, continuing to clap wildly. She saw Dario turn and look toward the stands. She waved. He saw her and lifted his helmet in her direction. 
	Friday night football was much colder in the evenings now that it was late October. A thin damp mist hung in the hair. Misty droplets clinging to Fiona’s hair curled it up to almost ringlets. She hated that. She pulled her beanie down lower on her forehead and shoved her hands into her jacket pockets. Fiona admitted to herself she missed Meagan’s company. She pulled out her cell phone.
***
At the end of almost two and a half hours of playtime, the game was all tied up. Both sides grinding their way to victory. Sierra Crest had the ball and if they scored, it would be all over. The way each side had battled to defend turf, overtime looked like a reality for the exhausted players and the chilled crowd.
